,Texts,Polarity
7158,i love kirsten / leah / kate escapades and mission impossible tom as well...,1
7159,I am going to start reading the Harry Potter series again because that is one awesome story.,1
7160,"Last time, Da Vinci code is also a bit disappointing to me, because many things written in the book is never mentioned in movie.",-1
7161,we're gonna like watch Mission Impossible or Hoot.(,1
7162,I liked a YouTube video Logan Paul YouTube and Television Steve Hofstetter amp Arian Foster discuss,1
7163,I love Brokeback Mountain....,1
7164,i LOVE brokeback mountain..,1
7165,"Watched Mission Impossible III with Baby, it was pretty awesome!",1
7166,Dorks are the best and Harry Potter is pretty awesome...,1
7167,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",-1
7168,"Oh, and Brokeback Mountain was a terrible movie.",-1
7169,Mission Impossible 3 was excellent.,1
7170,"Always knows what I want, not guy crazy, hates Harry Potter..",-1
7171,da vinci code was an awesome movie...,1
7172,Humans are underrated elonmusk on going back to human workers after robots slowed Tesla down,0
7173,"The Da Vinci Code was awesome, I can't wait to read it...",1
7174,Mission Impossible 3 was excellent.,1
7175,Harry Potter is AWESOME I don't care if anyone says differently!..,1
7176,I am going to start reading the Harry Potter series again because that is one awesome story.,1
7177,we're gonna like watch Mission Impossible or Hoot.(,1
7178,"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",-1
7179,"Oh, and Brokeback Mountain is a TERRIBLE movie...",-1
7180,Da Vinci Code sucks be...,-1
7181,I love Harry Potter..,1
7182,All those MKBHD videos Ive watched have finally influenced me But I must admit the way this dbrand skin shimme,1
7183,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
7184,I like Mission Impossible movies because you never know who's on the right side.,1
7185,"by the way, the Da Vinci Code sucked, just letting you know...",-1
7186,These Harry Potter movies really suck.,-1
7187,the people who are worth it know how much i love the da vinci code.,1
7188,I love Harry Potter.,1
7189,Why do I hate Brokeback Mountain so much?..,-1
7190,I love Harry Potter..,1
7191,"The Da Vinci Code was awesome, I can't wait to read it...",1
7192,"Oh, and Brokeback Mountain was a terrible movie.",-1
7193,"now for Halloween i just need an evil Harry Potter for the dance, lol, and a Jack the Ripper for the actual night of Halloween.",-1
7194,we're gonna like watch Mission Impossible or Hoot.(,1
7195,I love its Harry Potter Hall ~ kaka..,1
7196,I love Brokeback Mountain....,1
7197,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,-1
7198,CaseyNeistat MKBHD Sweet starting off on the right foot,0
7199,Brokeback Mountain is fucking horrible..,-1
7200,I like Mission Impossible movies because you never know who's on the right side.,1
7201,"Anyway, thats why I love "" Brokeback Mountain.",1
7202,mission impossible 2 rocks!!....,1
7203,My dad's being stupid about brokeback mountain...,-1
7204,The Harry Potter movies are awesome for mocking..,1
7205,I am going to start reading the Harry Potter series again because that is one awesome story.,1
7206,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
7207,man i loved brokeback mountain!,1
7208,I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,-1
7209,I hate Harry Potter.,-1
7210,man i loved brokeback mountain!,1
7211,Hey Leonardo DiCaprio We know its you behind these bad disguises via yahoo,0
7212,da vinci code was an awesome movie...,1
7213,I love The Da Vinci Code...,1
7214,aloebroccoli I mean Im the same age as Logan Paul and I still am alive I think Im alive,0
7215,"Oh, and Brokeback Mountain is a TERRIBLE movie...",-1
7216,I wanted desperately to love'The Da Vinci Code as a film.,1
7217,MilitaryGamer98 Bhad Bhabie vs Woahh Vicky FOOTAGE DramaAlert Logan Paul vs KSI Bil via YouTube,0
7218,"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
7219,I love The Da Vinci Code...,1
7220,Da Vinci Code sucks be...,-1
7221,I love The Da Vinci Code...,1
7222,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
7223,Tech reviewer MKBHD took home Creator Of The Decade at the ShortyAwards,0
7224,The Da Vinci Code sucked big time.,-1
7225,This quiz sucks and Harry Potter sucks ok bye..,-1
7226,The Da Vinci Code is awesome!!,1
7227,CryshieAE Thats because those logan amp jake paul fans arent active on social media anymore Parents finally realize,0
7228,I love Harry Potter.,1
7229,MichaelAvenatti It was Arnold Schwarzeneggers illegitimate son with the house keeper,0
7230,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",-1
7231,I like Mission Impossible movies because you never know who's on the right side.,1
7232,"I, too, like Harry Potter..",1
7233,"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",-1
7234,This quiz sucks and Harry Potter sucks ok bye..,-1
7235,The shade,0
7236,Harry Potter is AWESOME I don't care if anyone says differently!..,1
7237,We will love our gay-scientologist-mission impossible hero...,1
7238,Brokeback Mountain is fucking horrible..,-1
7239,"I liked the first "" Mission Impossible.",1
7240,Climate change campaigner Leonardo DiCaprio takes private jet to Coachella via american mirror,0
7241,Brokeback Mountain is fucking horrible..,-1
7242,Da Vinci Code sucked..,-1
7243,I love Brokeback Mountain.,1
7244,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
7245,"I love Harry Potter, Twilight, Series of Unfortunate Events, and tons more!",1
7246,"I hate Harry Potter, too.....",-1
7247,46 leonardo dicaprio obviously e atriz winona ryder,0
7248,"Oh, and Brokeback Mountain is a TERRIBLE movie...",-1
7249,I love Harry Potter.,1
7250,i love kirsten / leah / kate escapades and mission impossible tom as well...,1
7251,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
7252,I am going to start reading the Harry Potter series again because that is one awesome story.,1
7253,I hate Harry Potter.,-1
7254,the people who are worth it know how much i love the da vinci code.,1
7255,we're gonna like watch Mission Impossible or Hoot.(,1
7256,"Harry Potter dragged Draco Malfoy â s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",-1
7257,"Other than that, all I've heard is that the Da Vinci Code kinda sucks!",-1
7258,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
7259,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
7260,"I liked the Harry Potter lines, but Ron is my favourite character...",1
7261,MKBHD Do you seriously operate this camerawow its difficult,0
7262,"I liked the first "" Mission Impossible.",1
7263,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",-1
7264,"I, too, like Harry Potter..",1
7265,Brokeback Mountain is fucking horrible..,-1
7266,"Always knows what I want, not guy crazy, hates Harry Potter..",-1
7267,"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",-1
7268,I love Harry Potter..,1
7269,DA VINCI CODE IS AWESOME!!,1
7270,The Da Vinci Code is awesome..,1
7271,i heard da vinci code sucked soo much only 2.5 stars:,-1
7272,DA VINCI CODE IS AWESOME!!,1
7273,MKBHD CaseyNeistat amp you,0
7274,the people who are worth it know how much i love the da vinci code.,1
7275,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
7276,I hate Harry Potter.,-1
7277,I like Mission Impossible movies because you never know who's on the right side.,1
7278,Brokeback mountain was beautiful...,1
7279,I love Harry Potter books < 3 so good Im a big dork.,1
7280,we're gonna like watch Mission Impossible or Hoot.(,1
7281,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",-1
7282,"The Da Vinci Code was awesome, I can't wait to read it...",1
7283,DA VINCI CODE IS AWESOME!!,1
7284,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",-1
7285,And I liked the Harry Potter joke ( my friend was telling me almost the same thing at the same time ).,1
7286,da vinci code was an awesome movie...,1
7287,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
7288,the people who are worth it know how much i love the da vinci code.,1
7289,intelSEBASTIAN Schwarzenegger ssaboj620 RyanNims2 citizenmilton TristanACooper FilmStruck aliciamalone It,0
7290,Brokeback mountain was beautiful...,1
7291,Ok brokeback mountain is such a horrible movie.,-1
7292,The Da Vinci Code really is an awesome book and you should all go get it.,1
7293,ksi vs logan paul more like daisy vs ringo starr amirite,0
7294,So Brokeback Mountain was really depressing.,-1
7295,Harry Potter and the Sorcerer's Stone is great but I had forgotten what a low reading level it is. > _ <..,1
7296,I love Harry Potter.,1
7297,I know you are all wondering now about whom I love more ï¿½ Harry Potter or Eragon Shadeslayer ï¿½ the truth is and will always be Harry Potter.,1
7298,Harry Potter is AWESOME I don't care if anyone says differently!..,1
7299,Brokeback Mountain was boring.,-1
7300,That was my best performance of Leonardo DiCaprio It was a movie many didnt understand as it left them puzzled,0
7301,"Oh, and Brokeback Mountain is a TERRIBLE movie...",-1
7302,Harry Potter is AWESOME I don't care if anyone says differently!..,1
7303,gleis9 11 Was kann ich daf r wenn Deutschland voll mit Bibisbeautypalace ist und Amerika mit Logan Paul,0
7304,Brokeback Mountain was so awesome.,1
7305,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
7306,These Harry Potter movies really suck.,-1
7307,man i loved brokeback mountain!,1
7308,"The Da Vinci Code was awesome, I can't wait to read it...",1
7309,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",-1
7310,Ok brokeback mountain is such a horrible movie.,-1
7311,I wanted desperately to love'The Da Vinci Code as a film.,1
7312,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
7313,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",-1
7314,da vinci code sucks...,-1
7315,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,-1
7316,Leonardo DiCaprio to present Martin Scorsese with award at TCM Film Festival,0
7317,i heard da vinci code sucked soo much only 2.5 stars:,-1
7318,I love Harry Potter.,1
7319,These Harry Potter movies really suck.,-1
7320,Brokeback mountain was beautiful...,1
7321,I love Harry Potter.,1
7322,"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
7323,"I liked the first "" Mission Impossible.",1
7324,"I, too, like Harry Potter..",1
7325,I liked a YouTube video LOGAN PAUL REACTS TO KSI REACTING TO KIDS REACTING TO LOGAN PAUL VS KSI,1
7326,I love Harry Potter and I love making friends.,1
7327,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",-1
7328,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
7329,Da Vinci Code sucks.,-1
7330,The Da Vinci Code sucked big time.,-1
7331,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",-1
7332,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",-1
7333,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",-1
7334,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",-1
7335,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
